player,match_id,competition_id,season_id,minutes_played,matches_played,passes,completed_passes,key_passes,assists,shots,shots_on_target,goals,xG,xA,dribbles,dribbles_successful,tackles,tackles_won,interceptions,clearances,blocks,aerial_duels,aerial_duels_won,pressures,fouls_committed,fouls_won,cards_yellow,cards_red,saves,clean_sheets,goals_conceded
Dennis Bergkamp,3749346,2,44,75,1,29,0,0,0,2,1,0,0.1204239,0,0,0,0,0,0,0,3,0,0,17,2,1,0,0,0,0,0
Ray Parlour,3749346,2,44,92,1,50,0,0,0,1,1,0,0.31269443,0,2,1,0,0,0,0,4,0,0,21,3,3,0,0,0,0,0
James Philip Milner,3749346,2,44,90,1,18,0,0,0,0,0,0,0.0,0,4,2,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0
Aaron Lennon,3749346,2,44,92,1,10,0,1,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Eduardo César Daude Gaspar,3749346,2,44,91,1,8,0,0,0,1,0,0,0.09713316,0,0,0,0,0,0,2,0,0,0,4,1,0,0,0,0,0,0
Jérémie Aliadière,3749346,2,44,91,1,4,0,0,0,1,0,0,0.2681042,0,1,1,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0
Jérémie Aliadière,3749253,2,44,72,1,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0
Thierry Henry,3749253,2,44,91,1,37,0,0,0,3,3,0,0.0808489979999999,0,6,4,0,0,1,0,2,0,0,11,1,3,0,0,0,0,0
Laureano Bisan-Etame Mayer,3749253,2,44,91,1,62,0,0,0,0,0,0,0.0,0,0,0,0,0,2,3,1,0,0,9,2,0,0,0,0,0,0
Kolo Habib Touré,3749253,2,44,89,1,35,0,0,0,2,0,0,0.2089126,0,1,1,0,0,1,14,2,0,0,4,1,1,0,0,0,0,0
Ashley Cole,3749253,2,44,92,1,56,0,0,0,0,0,0,0.0,0,1,1,0,0,0,7,1,0,0,16,3,0,0,0,0,0,0
Robert Pirès,3749253,2,44,92,1,53,0,0,1,1,1,1,0.039476182,0,4,3,0,0,1,1,2,0,0,19,2,2,0,0,0,0,0
Ray Parlour,3749253,2,44,90,1,43,0,0,0,3,1,0,0.0465584327,0,3,2,0,0,0,0,2,0,0,17,3,3,0,0,0,0,0
Sulzeer Jeremiah ''Sol' Campbell,3749253,2,44,92,1,25,0,0,0,0,0,0,0.0,0,1,1,0,0,1,12,1,0,0,8,1,2,0,0,0,0,0
Gilberto Aparecido da Silva,3749253,2,44,90,1,41,0,0,0,1,0,0,0.057829753,0,0,0,0,0,1,4,0,0,0,19,1,1,0,0,0,0,0
Steve Finnan,3749253,2,44,92,1,67,0,0,0,0,0,0,0.0,0,2,1,0,0,2,2,0,0,0,6,0,2,0,0,0,0,0
El-Hadji Ousseynou Diouf,3749253,2,44,91,1,40,0,0,0,2,0,0,0.49653051,0,11,7,0,0,0,0,3,0,0,22,2,7,0,0,0,0,0
Harry Kewell,3749253,2,44,92,1,53,0,0,1,3,2,1,0.27437191,0,6,5,0,0,1,0,5,0,0,15,2,6,0,0,0,0,0
Steven Gerrard,3749253,2,44,92,1,75,0,0,0,1,0,0,0.0064698406,0,1,0,0,0,0,1,2,0,0,9,1,2,0,0,0,0,0
Sami Hyypiä,3749253,2,44,91,1,50,0,0,0,0,0,0,0.0,0,0,0,0,0,1,7,3,0,0,10,1,1,0,0,0,0,0
John Arne Semundseth Riise,3749253,2,44,92,1,54,0,0,0,1,0,0,0.024497528,0,2,2,0,0,3,2,3,0,0,13,0,1,0,0,0,0,0
Jerzy Dudek,3749253,2,44,93,1,31,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eduardo César Daude Gaspar,3749253,2,44,91,1,53,0,1,0,1,0,0,0.171571,0,1,0,0,0,4,7,2,0,0,17,3,1,0,0,0,0,0
Vladimir Smicer,3749253,2,44,41,1,10,0,0,0,1,1,0,0.020081958,0,1,0,0,0,1,1,4,0,0,6,3,0,0,0,0,0,0
Igor Bišćan,3749253,2,44,92,1,39,0,0,0,0,0,0,0.0,0,0,0,0,0,1,4,0,0,0,7,1,0,0,0,0,0,0
Michael Owen,3749253,2,44,71,1,5,0,0,0,4,1,0,0.3324819859999999,0,1,1,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0
Salif Alassane Diao,3749253,2,44,83,1,36,0,0,0,1,0,0,0.11544209,0,0,0,0,0,0,1,0,0,0,13,1,1,0,0,0,0,0
Jens Lehmann,3749253,2,44,92,1,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Le Tallec,3749253,2,44,92,1,17,0,0,0,1,0,0,0.04504462,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0
Sylvain Wiltord,3749253,2,44,92,1,11,0,0,0,1,1,0,0.030127274,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Emile Heskey,3749253,2,44,91,1,7,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
John Welsh,3749253,2,44,92,1,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
Adrian Mutu,3749079,2,44,66,1,34,0,0,0,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0,13,2,1,0,0,0,0,0
Claude Makélélé,3749079,2,44,92,1,56,0,0,0,0,0,0,0.0,0,3,3,0,0,3,1,1,0,0,17,3,0,0,0,0,0,0
Mario Melchiot,3749079,2,44,92,1,31,0,0,0,0,0,0,0.0,0,2,1,0,0,2,5,1,0,0,9,0,1,0,0,0,0,0
Laureano Bisan-Etame Mayer,3749079,2,44,92,1,68,0,0,0,1,0,0,0.080360286,0,2,1,0,0,2,4,0,0,0,18,1,3,0,0,0,0,0
Robert Huth,3749079,2,44,92,1,38,0,0,0,0,0,0,0.0,0,0,0,0,0,2,5,0,0,0,5,2,0,0,0,0,0,0
Wayne Bridge,3749079,2,44,89,1,54,0,0,0,0,0,0,0.0,0,3,3,0,0,0,3,1,0,0,10,1,0,0,0,0,0,0
"Gérémi Sorele N""Djitap Fotso",3749079,2,44,77,1,58,0,1,0,1,0,0,0.005891672,0,4,4,0,0,0,0,2,0,0,28,5,4,0,0,0,0,0
Frank Lampard,3749079,2,44,91,1,49,0,0,0,1,1,0,0.023282055,0,5,4,0,0,1,1,1,0,0,20,0,3,0,0,0,0,0
Damien Duff,3749079,2,44,70,1,29,0,0,0,0,0,0,0.0,0,7,3,0,0,0,0,1,0,0,12,1,3,0,0,0,0,0
Jens Lehmann,3749079,2,44,91,1,28,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Robert Pirès,3749079,2,44,90,1,67,0,0,0,4,1,0,0.116406041,0,4,2,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0
Glen Johnson,3749079,2,44,89,1,43,0,0,0,2,1,0,0.04334903,0,4,3,0,0,1,6,1,0,0,13,2,0,0,0,0,0,0
Carlo Cudicini,3749079,2,44,93,1,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eduardo César Daude Gaspar,3749079,2,44,92,1,57,0,0,1,2,2,1,0.107055093,0,0,0,0,0,0,1,5,0,0,20,3,1,0,0,0,0,0
Ashley Cole,3749079,2,44,91,1,60,0,0,0,0,0,0,0.0,0,1,0,0,0,1,0,2,0,0,12,1,2,0,0,0,0,0
Sulzeer Jeremiah ''Sol' Campbell,3749079,2,44,91,1,32,0,0,0,0,0,0,0.0,0,0,0,0,0,1,9,1,0,0,3,0,2,0,0,0,0,0
Sylvain Wiltord,3749079,2,44,65,1,22,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,1,0,0,14,0,2,0,0,0,0,0
Kolo Habib Touré,3749079,2,44,92,1,22,0,0,0,0,0,0,0.0,0,1,1,0,0,0,8,0,0,0,10,0,0,0,0,0,0,0
Ray Parlour,3749079,2,44,65,1,47,0,0,0,0,0,0,0.0,0,1,0,0,0,0,1,1,0,0,24,4,2,0,0,0,0,0
Thierry Henry,3749079,2,44,92,1,24,0,0,1,5,2,1,1.37133058,0,4,4,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0
Gilberto Aparecido da Silva,3749079,2,44,92,1,50,0,0,0,1,1,0,0.029294465,0,1,0,0,0,0,2,4,0,0,60,4,0,0,0,0,0,0
Hernán Jorge Crespo,3749079,2,44,92,1,15,0,0,1,3,1,1,0.093650791,0,4,2,0,0,1,1,0,0,0,7,2,1,0,0,0,0,0
Dennis Bergkamp,3749079,2,44,93,1,20,0,0,0,1,0,0,0.07537225,0,2,2,0,0,0,0,0,0,0,7,1,2,0,0,0,0,0
Jesper Grønkjær,3749079,2,44,92,1,14,0,0,0,0,0,0,0.0,0,1,1,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0
Nwankwo Christian Kanu,3749079,2,44,92,1,10,0,0,0,1,0,0,0.086907536,0,1,1,0,0,0,2,1,0,0,6,0,0,0,0,0,0,0
Joe Cole,3749079,2,44,93,1,10,0,0,0,1,0,0,0.09705584,0,1,1,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0
Jerrel Hasselbaink,3749079,2,44,92,1,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Pascal Cygan,3749079,2,44,92,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Jansen,3749465,2,44,72,1,21,0,0,0,2,0,0,0.095380186,0,3,0,0,0,0,1,1,0,0,14,1,1,0,0,0,0,0
Tugay Kerimoğlu,3749465,2,44,91,1,58,0,0,0,1,0,0,0.032326996,0,1,1,0,0,0,1,1,0,0,31,1,1,0,0,0,0,0
Michael Gray,3749465,2,44,90,1,54,0,0,0,0,0,0,0.0,0,4,2,0,0,2,2,3,0,0,16,1,2,0,0,0,0,0
Brett Emerton,3749465,2,44,90,1,55,0,0,0,0,0,0,0.0,0,4,1,0,0,0,0,3,0,0,33,2,1,0,0,0,0,0
Gilberto Aparecido da Silva,3749465,2,44,90,1,46,0,0,0,0,0,0,0.0,0,2,0,0,0,0,7,1,0,0,18,3,0,0,0,0,0,0
Patrick Vieira,3749465,2,44,90,1,89,0,0,0,0,0,0,0.0,0,4,3,0,0,1,2,2,0,0,35,3,4,0,0,0,0,0
Lucas Neill,3749465,2,44,92,1,69,0,0,0,1,0,0,0.037298363,0,2,1,0,0,1,1,3,0,0,18,2,0,0,0,0,0,0
Andy Todd,3749465,2,44,83,1,30,0,0,0,0,0,0,0.0,0,0,0,0,0,4,3,0,0,0,9,1,0,0,0,0,0,0
Martin Andresen,3749465,2,44,92,1,51,0,0,0,1,0,0,0.03662881,0,1,1,0,0,2,1,1,0,0,36,3,2,0,0,0,0,0
Kolo Habib Touré,3749465,2,44,90,1,55,0,0,0,0,0,0,0.0,0,0,0,0,0,1,14,3,0,0,9,1,0,0,0,0,0,0
Laureano Bisan-Etame Mayer,3749465,2,44,90,1,64,0,0,0,0,0,0,0.0,0,1,1,0,0,4,8,1,0,0,12,0,3,0,0,0,0,0
Brad Friedel,3749465,2,44,91,1,31,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sulzeer Jeremiah ''Sol' Campbell,3749465,2,44,92,1,27,0,0,0,0,0,0,0.0,0,0,0,0,0,2,8,1,0,0,7,1,0,0,0,0,0,0
Jens Lehmann,3749465,2,44,92,1,27,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Pirès,3749465,2,44,88,1,74,0,0,1,4,1,1,0.534026815,0,4,1,0,0,3,4,2,0,0,15,1,0,0,0,0,0,0
Eduardo César Daude Gaspar,3749465,2,44,91,1,68,0,0,0,0,0,0,0.0,0,1,0,0,0,2,1,4,0,0,21,2,1,0,0,0,0,0
José Antonio Reyes Calderón,3749465,2,44,77,1,41,0,0,0,1,0,0,0.008752778,0,7,4,0,0,0,0,0,0,0,19,1,3,0,0,0,0,0
Jonathan Douglas,3749465,2,44,76,1,17,0,0,0,1,0,0,0.026240638,0,3,1,0,0,0,2,3,0,0,17,2,1,0,0,0,0,0
Craig Short,3749465,2,44,91,1,38,0,0,0,1,0,0,0.06346234,0,3,2,0,0,1,2,3,0,0,19,2,1,0,0,0,0,0
Andy Cole,3749465,2,44,91,1,24,0,0,0,2,1,0,0.060608707,0,1,1,0,0,1,0,0,0,0,3,2,1,0,0,0,0,0
Ashley Cole,3749465,2,44,91,1,62,0,0,0,0,0,0,0.0,0,0,0,0,0,1,3,4,0,0,15,0,3,0,0,0,0,0
Thierry Henry,3749465,2,44,92,1,42,0,0,1,8,4,1,0.466300323,0,4,2,0,0,1,2,0,0,0,7,2,2,0,0,0,0,0
Dwight Yorke,3749465,2,44,91,1,16,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0
Gaël Clichy,3749465,2,44,92,1,11,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0
Vratislav Greško,3749465,2,44,92,1,10,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0
Markus Babbel,3749465,2,44,91,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Pascal Cygan,3749465,2,44,91,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nwankwo Christian Kanu,3749133,2,44,76,1,34,0,0,0,0,0,0,0.0,0,4,3,0,0,0,0,2,0,0,12,0,2,0,0,0,0,0
Thierry Henry,3749133,2,44,91,1,39,0,0,2,6,5,2,1.096436385,0,2,2,0,0,0,0,2,0,0,6,4,2,0,0,0,0,0
Sulzeer Jeremiah ''Sol' Campbell,3749133,2,44,88,1,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0,7,2,0,0,10,2,2,0,0,0,0,0
Laureano Bisan-Etame Mayer,3749133,2,44,91,1,57,0,0,0,0,0,0,0.0,0,2,1,0,0,1,1,3,0,0,10,3,2,0,0,0,0,0
Jlloyd Tafari Samuel,3749133,2,44,89,1,45,0,0,0,0,0,0,0.0,0,3,2,0,0,0,5,2,0,0,7,0,3,0,0,0,0,0
Ronny Johnsen,3749133,2,44,89,1,33,0,0,0,0,0,0,0.0,0,0,0,0,0,1,3,3,0,0,4,2,1,0,0,0,0,0
Peter Whittingham,3749133,2,44,91,1,36,0,0,0,1,0,0,0.015072798,0,2,2,0,0,0,0,1,0,0,23,3,2,0,0,0,0,0
Gareth Barry,3749133,2,44,85,1,35,0,0,0,1,0,0,0.028139044,0,3,1,0,0,0,1,0,0,0,22,6,2,0,0,0,0,0
Lee Hendrie,3749133,2,44,85,1,38,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,3,0,0,27,1,0,0,0,0,0,0
Pascal Cygan,3749133,2,44,91,1,44,0,0,0,0,0,0,0.0,0,0,0,0,0,5,5,1,0,0,12,3,0,0,0,0,0,0
Ashley Cole,3749133,2,44,90,1,47,0,0,0,1,0,0,0.0053017065,0,1,1,0,0,1,2,3,0,0,11,1,1,0,0,0,0,0
Robert Pirès,3749133,2,44,76,1,41,0,0,0,3,2,0,0.10549904,0,3,3,0,0,0,0,3,0,0,9,2,2,0,0,0,0,0
Olof Mellberg,3749133,2,44,91,1,54,0,0,0,1,0,0,0.024192527,0,0,0,0,0,0,6,3,0,0,13,3,2,0,0,0,0,0
Gilberto Aparecido da Silva,3749133,2,44,88,1,49,0,0,0,0,0,0,0.0,0,1,1,0,0,0,1,1,0,0,25,2,3,0,0,0,0,0
Fredrik Ljungberg,3749133,2,44,76,1,27,0,0,0,1,0,0,0.2470508,0,0,0,0,0,0,1,1,0,0,19,0,4,0,0,0,0,0
Patrick Vieira,3749133,2,44,91,1,68,0,0,0,1,0,0,0.013315327,0,3,2,0,0,0,2,1,0,0,23,4,3,0,0,0,0,0
Jens Lehmann,3749133,2,44,91,1,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Anthony Delaney,3749133,2,44,91,1,66,0,0,0,0,0,0,0.0,0,0,0,0,0,1,4,1,0,0,12,0,4,0,0,0,0,0
Thomas Hitzlsperger,3749133,2,44,89,1,46,0,0,0,3,0,0,0.0345594915,0,4,3,0,0,1,1,1,0,0,27,2,4,0,0,0,0,0
Juan Pablo Ángel Arango,3749133,2,44,90,1,32,0,0,0,5,2,0,0.35144245,0,0,0,0,0,0,0,3,0,0,15,2,3,0,0,0,0,0
Thomas Løvendahl Sørensen,3749133,2,44,92,1,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Allbäck,3749133,2,44,86,1,17,0,0,0,2,0,0,0.19693065,0,0,0,0,0,0,0,1,0,0,22,2,1,0,0,0,0,0
Kolo Habib Touré,3749133,2,44,91,1,8,0,0,0,1,1,0,0.040572356,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Ray Parlour,3749133,2,44,89,1,7,0,0,0,1,0,0,0.012109344,0,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
Eduardo César Daude Gaspar,3749133,2,44,89,1,12,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0
Ulises Hernán de la Cruz Bernardo,3749133,2,44,90,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Peter Crouch,3749133,2,44,91,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Liam Ridgewell,3749133,2,44,88,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sylvain Wiltord,3749528,2,44,90,1,24,0,0,0,2,1,0,0.1689805485999999,0,3,1,0,0,0,0,3,0,0,9,2,3,0,0,0,0,0
Thierry Henry,3749528,2,44,92,1,37,0,0,2,9,3,2,1.571017506,0,6,4,0,0,1,1,3,0,0,10,0,2,0,0,0,0,0
Laureano Bisan-Etame Mayer,3749528,2,44,89,1,66,0,1,0,0,0,0,0.0,0,1,1,0,0,0,3,3,0,0,10,1,1,0,0,0,0,0
Martin Keown,3749528,2,44,92,1,34,0,0,0,0,0,0,0.0,0,0,0,0,0,1,5,1,0,0,5,0,1,0,0,0,0,0
Kolo Habib Touré,3749528,2,44,91,1,38,0,0,0,0,0,0,0.0,0,1,1,0,0,2,13,2,0,0,6,1,2,0,0,0,0,0
Ray Parlour,3749528,2,44,61,1,38,0,0,0,1,0,0,0.019058524,0,0,0,0,0,1,0,3,0,0,12,3,1,0,0,0,0,0
Jens Lehmann,3749528,2,44,93,1,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Vieira,3749528,2,44,24,1,21,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0
Aaron Hughes,3749528,2,44,92,1,64,0,0,0,0,0,0,0.0,0,0,0,0,0,1,3,1,0,0,9,0,1,0,0,0,0,0
Gilberto Aparecido da Silva,3749528,2,44,87,1,54,0,0,1,1,1,1,0.21269733,0,4,4,0,0,1,2,2,0,0,22,1,2,0,0,0,0,0
Olivier Bernard,3749528,2,44,91,1,39,0,0,1,2,2,1,0.147918286,0,0,0,0,0,1,4,2,0,0,9,1,3,0,0,0,0,0
Jermaine Jenas,3749528,2,44,88,1,48,0,0,0,0,0,0,0.0,0,1,1,0,0,2,1,3,0,0,4,1,2,0,0,0,0,0
Shay Given,3749528,2,44,86,1,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley Cole,3749528,2,44,51,1,31,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,2,0,0,8,3,0,0,0,0,0,0
Titus Malachi Bramble,3749528,2,44,92,1,50,0,0,0,0,0,0,0.0,0,1,1,0,0,1,8,2,0,0,8,4,0,0,0,0,0,0
Laurent Robert,3749528,2,44,80,1,35,0,0,1,3,1,1,0.73169489,0,3,1,0,0,0,1,2,0,0,7,3,3,0,0,0,0,0
Kieron Dyer,3749528,2,44,92,1,42,0,2,0,0,0,0,0.0,0,1,1,0,0,1,0,2,0,0,24,0,4,0,0,0,0,0
Fredrik Ljungberg,3749528,2,44,87,1,36,0,0,0,2,0,0,0.24514971,0,0,0,0,0,0,1,0,0,0,15,1,2,0,0,0,0,0
Lee Bowyer,3749528,2,44,71,1,21,0,0,0,0,0,0,0.0,0,4,1,0,0,0,1,2,0,0,21,2,1,0,0,0,0,0
Alan Shearer,3749528,2,44,92,1,31,0,0,0,1,0,0,0.040405586,0,2,1,0,0,1,1,1,0,0,4,1,3,0,0,0,0,0
"Andy O""Brien",3749528,2,44,92,1,39,0,0,0,0,0,0,0.0,0,0,0,0,0,1,6,1,0,0,11,2,0,0,0,0,0,0
Craig Bellamy,3749528,2,44,87,1,24,0,0,0,1,0,0,0.042888645,0,4,2,0,0,0,0,2,0,0,20,3,0,0,0,0,0,0
Eduardo César Daude Gaspar,3749528,2,44,90,1,34,0,0,0,1,0,0,0.008016346,0,1,1,0,0,2,2,2,0,0,7,2,1,0,0,0,0,0
Pascal Cygan,3749528,2,44,92,1,19,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,3,1,1,0,0,0,0,0
Robert Pirès,3749528,2,44,92,1,14,0,1,0,0,0,0,0.0,0,3,3,0,0,0,0,1,0,0,3,2,1,0,0,0,0,0
Gary Speed,3749528,2,44,93,1,13,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Darren Ambrose,3749528,2,44,90,1,4,0,0,0,0,0,0,0.0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Shola Ameobi,3749528,2,44,92,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dennis Bergkamp,3749233,2,44,69,1,31,0,0,0,1,1,0,0.09897681,0,1,1,0,0,1,0,0,0,0,4,1,1,0,0,0,0,0
Thierry Henry,3749233,2,44,93,1,42,0,0,1,4,3,1,0.960651175,0,1,1,0,0,1,0,1,0,0,6,0,1,0,0,0,0,0
Laureano Bisan-Etame Mayer,3749233,2,44,90,1,77,0,0,0,1,0,0,0.024142444,0,0,0,0,0,2,4,1,0,0,5,1,0,0,0,0,0,0
Sulzeer Jeremiah ''Sol' Campbell,3749233,2,44,94,1,54,0,0,0,0,0,0,0.0,0,0,0,0,0,1,5,2,0,0,9,1,0,0,0,0,0,0
Ashley Cole,3749233,2,44,92,1,66,0,0,0,1,0,0,0.021596868,0,0,0,0,0,0,5,1,0,0,9,2,3,0,0,0,0,0
Gilberto Aparecido da Silva,3749233,2,44,85,1,66,0,0,0,2,0,0,0.084535254,0,1,1,0,0,0,2,5,0,0,20,2,0,0,0,0,0,0
Kolo Habib Touré,3749233,2,44,88,1,59,0,0,0,0,0,0,0.0,0,0,0,0,0,1,6,1,0,0,6,1,0,0,0,0,0,0
Richard Dunne,3749233,2,44,93,1,28,0,0,0,1,1,0,0.05096548,0,1,0,0,0,4,7,5,0,0,12,1,1,0,0,0,0,0
Joey Barton,3749233,2,44,94,1,53,0,0,0,2,0,0,0.063413968,0,1,0,0,0,0,0,1,0,0,27,8,2,0,0,0,0,0
Paul Bosvelt,3749233,2,44,75,1,31,0,0,0,1,0,0,0.008662537,0,1,1,0,0,1,1,1,0,0,14,3,2,0,0,0,0,0
Trevor Sinclair,3749233,2,44,94,1,28,0,0,0,0,0,0,0.0,0,1,0,0,0,0,3,1,0,0,10,0,2,0,0,0,0,0
Michael Tarnat,3749233,2,44,94,1,53,0,0,0,2,0,0,0.0138320797,0,1,1,0,0,1,2,1,0,0,8,1,0,0,0,0,0,0
Robert Pirès,3749233,2,44,83,1,39,0,0,0,2,1,0,0.16457527,0,3,2,0,0,1,0,0,0,0,3,2,6,0,0,0,0,0
Fredrik Ljungberg,3749233,2,44,58,1,26,0,0,0,0,0,0,0.0,0,3,2,0,0,0,2,0,0,0,10,0,1,0,0,0,0,0
Ray Parlour,3749233,2,44,93,1,63,0,0,0,1,0,0,0.03968885,0,1,1,0,0,3,1,1,0,0,15,4,3,0,0,0,0,0
David James,3749233,2,44,93,1,31,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claudio Reyna,3749233,2,44,75,1,38,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,5,0,0,32,4,0,0,0,0,0,0
Jens Lehmann,3749233,2,44,88,1,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Nicolas Anelka,3749233,2,44,89,1,25,0,0,1,4,3,1,1.002483452,0,4,1,0,0,0,0,2,0,0,13,0,3,0,0,0,0,0
Sylvain Distin,3749233,2,44,92,1,23,0,0,0,2,1,0,0.094221735,0,1,1,0,0,0,2,1,0,0,17,2,0,0,0,0,0,0
Jihai Sun,3749233,2,44,94,1,41,0,0,0,1,1,0,0.038867142,0,1,1,0,0,2,2,2,0,0,19,1,1,0,0,0,0,0
Shaun Wright-Phillips,3749233,2,44,93,1,25,0,0,0,0,0,0,0.0,0,8,7,0,0,1,1,2,0,0,11,1,3,0,0,0,0,0
Eduardo César Daude Gaspar,3749233,2,44,94,1,18,0,0,0,1,0,0,0.018502505,0,0,0,0,0,0,0,5,0,0,3,0,1,0,0,0,0,0
José Antonio Reyes Calderón,3749233,2,44,93,1,7,0,1,0,1,1,0,0.20330164,0,0,0,0,0,0,0,1,0,0,5,0,2,0,0,0,0,0
Steve McManaman,3749233,2,44,94,1,5,0,0,0,1,0,0,0.017072614,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0
Robbie Fowler,3749233,2,44,94,1,6,0,1,0,1,1,0,0.009414368,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0
Pascal Cygan,3749233,2,44,94,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0
David Dunn,3749462,2,44,75,1,34,0,0,0,0,0,0,0.0,0,2,2,0,0,1,0,0,0,0,15,4,7,0,0,0,0,0
Stan Lazaridis,3749462,2,44,89,1,30,0,0,0,0,0,0,0.0,0,3,2,0,0,2,0,2,0,0,31,1,2,0,0,0,0,0
Robbie Savage,3749462,2,44,91,1,57,0,0,0,1,0,0,0.046314582,0,1,1,0,0,1,3,2,0,0,29,4,0,0,0,0,0,0
Jamie Clapham,3749462,2,44,87,1,36,0,0,0,0,0,0,0.0,0,1,1,0,0,0,3,0,0,0,12,1,3,0,0,0,0,0
Matthew Upson,3749462,2,44,91,1,31,0,0,0,0,0,0,0.0,0,0,0,0,0,0,6,2,0,0,13,2,0,0,0,0,0,0
Kolo Habib Touré,3749462,2,44,91,1,64,0,0,0,1,0,0,0.051538818,0,2,1,0,0,0,2,0,0,0,5,1,0,0,0,0,0,0
Dennis Bergkamp,3749462,2,44,90,1,65,0,0,0,3,1,0,0.1333456469999999,0,6,5,0,0,0,0,0,0,0,13,3,2,0,0,0,0,0
Stephen Clemence,3749462,2,44,91,1,45,0,0,0,2,1,0,0.068872472,0,2,2,0,0,1,0,1,0,0,21,1,1,0,0,0,0,0
